time,signal,stdev
0.495546,576415.5,412.24326
1.528544,574459.0,6260.723
2.559498,575554.0,296.98486
3.591999,575559.0,274.35742
4.617994,575423.5,3616.851
5.653913,574052.5,1515.3298
6.686174,577210.0,1913.4309
7.718821,574908.5,5482.1987
8.74914,575551.0,425.67828
9.781424,573373.0,3377.142
10.812532,576142.5,2691.9556
11.852307,573547.5,1956.5645
12.893707,575292.5,637.1032
13.923514,577404.5,1979.1919
14.952973,575919.0,613.7687
15.988002,572190.5,1938.1797
17.020193,575604.5,2717.4114
18.05265,573696.0,3446.4385
19.085892,573923.0,3370.0708
20.116893,573555.0,1262.8927
21.153154,576405.5,1007.62714
22.183247,574405.5,1102.3795
23.224115,575758.5,1594.5258
24.260521,574900.5,2577.4043
25.291658,575607.5,1935.3513
26.319322,575965.5,2607.1028
27.346663,575281.0,4053.136
28.376136,574157.0,1155.4125
29.42062,575073.0,1419.8704
30.448642,575552.5,7.7781744
31.47654,578041.0,2969.8484
32.504226,575613.5,2348.3015
33.531047,576542.0,729.7342
34.559997,573126.5,3930.8066
35.592237,573497.0,2982.5764
36.620715,576326.5,2929.5432
37.653032,569215.5,1298.9552
38.680098,575295.0,148.49243
39.705765,576584.5,2081.0151
40.745569,576977.0,766.5037
41.77633,574487.5,907.218
42.813347,575451.0,3027.8313
43.843255,575078.5,17.67767
44.874545,576877.5,2168.6965
45.917309,578905.5,2897.0164
46.958786,577661.5,4697.31
47.992962,575664.5,941.1591
49.02548,577308.0,650.53827
50.055379,577746.0,1183.6968
51.086314,577339.0,1688.571
52.122594,577313.5,17.67767
53.163872,576914.5,424.97116
54.194272,578113.5,932.6738
55.225897,576720.5,1488.4597
56.256911,574420.0,2602.153
57.287677,576366.5,1157.5338
58.320822,577667.5,263.75082
59.351533,576963.5,161.92746
60.379248,576550.0,205.06097
61.406087,578436.0,2614.8809
62.429542,578255.5,5733.9287
63.453853,578865.0,5911.4126
64.482355,575634.0,653.36664
65.508216,577042.0,2824.1846
66.533315,577505.5,803.9804
67.559655,576004.5,1314.5115
68.585649,575376.5,3346.7363
69.625663,574910.0,2729.4321
70.652526,577347.0,1736.6543
71.676278,576355.0,2623.3662
72.701382,574360.5,2854.59
73.732386,576156.0,4123.8467
74.756631,577172.0,504.87424
75.804831,576112.0,1200.6674
76.862784,571843.0,4444.873
77.889344,574942.0,1419.8704
78.925664,575926.5,2304.461
79.953466,573126.0,2131.2197
80.977867,572366.0,661.8519
82.014196,572838.5,2055.5593
83.056754,572445.0,545.8864
84.087267,572321.0,1882.3182
85.11704,578718.0,1073.3881
86.140854,576703.5,10.606602
87.175184,573746.0,2012.4259
88.20254,576599.0,3647.2568
89.230332,576300.5,2054.1453
90.254989,576848.5,1854.7411
91.281052,576788.0,1882.3182
92.306522,575147.5,2543.4631
93.342667,576685.5,1256.5288
94.370925,577292.0,2067.5803
95.397446,574542.5,1393.7075
96.42315,578296.5,818.12256
97.449256,573849.0,5868.9863
98.479818,576944.0,1155.4125
99.507301,576322.0,2910.4514
100.531904,575286.5,1960.8071
101.570248,576044.5,1166.019
102.595322,573938.0,5806.7607
103.620348,575698.5,1195.7175
104.656974,575466.0,1237.4369
105.682278,575270.5,5055.1064
106.718464,579762.5,1100.9652
107.743407,574836.5,8474.675
108.768615,575485.0,4733.3726
109.794523,577730.0,1182.2826
110.830607,577277.5,2826.306
111.867821,578251.5,2047.0741
112.895509,576447.0,2893.481
113.940376,573867.5,5625.034
114.98373,578534.0,2356.0798
116.018066,578723.0,1626.3456
117.052943,578359.5,696.5002
118.090885,576885.5,3029.9524
119.119303,577948.5,1034.4972
120.148972,576461.0,695.7931
121.188813,576296.0,3241.3774
122.22823,576606.0,726.90576
123.256055,577323.0,449.7199
124.288894,577567.5,2264.863
125.331827,574412.0,2278.298
126.360617,578180.5,338.70416
127.38949,575396.0,6771.2544
128.422037,576959.5,2164.4539
129.457247,575085.5,613.0616
130.485647,577062.5,167.5843
131.509227,577695.0,1299.6622
132.544512,574414.0,916.4104
133.582908,575742.5,1822.2142
134.608767,575411.5,1535.1288
135.636227,578025.0,376.18082
136.66516,578248.0,2735.089
137.688156,575329.0,462.44785
138.732781,575802.5,787.0098
139.7721,574239.0,3036.3164
140.801339,575366.5,1537.9573
141.836373,576990.5,765.79663
142.876476,576934.0,2197.688
143.906657,576571.0,1125.714
144.945876,574939.5,963.78656
145.981785,577032.0,4241.2266
147.021367,577813.5,2071.1157
148.053652,575338.0,980.05
149.078864,578573.5,2868.7322
150.107261,577597.5,4671.8545
151.150052,577566.5,1199.9602
152.184388,573616.5,6400.0234
153.215152,576743.5,1136.3206
154.248867,578179.5,269.40768
155.280528,576171.0,4368.506
156.317431,576793.0,3008.0322
157.349059,576178.0,1429.7699
158.37703,578792.5,5814.539
159.406371,571355.0,4507.0986
160.433358,573281.5,4578.516
161.475883,578070.5,1308.8546
162.513723,577728.5,2396.3848
163.542372,573899.5,1421.9917
164.567499,576374.5,1273.4993
165.592952,576904.0,2071.8228
166.619443,574391.5,4256.0757
167.659366,576248.0,953.17993
168.696174,576738.5,2918.2295
169.725666,573879.5,3.535534
170.754952,575860.5,2445.8823
171.791279,575564.5,1137.7349
172.82284,576586.0,2889.2383
173.850772,573549.5,731.8555
174.88939,575785.0,3560.9897
175.920635,578027.0,4098.391
176.948155,572998.0,1210.5668
177.990502,577805.5,2301.6326
179.017827,576697.5,1569.07
180.054831,573820.0,265.87216
181.0896,577044.5,1098.1368
182.119152,576114.0,1168.1404
183.145627,577192.5,1617.1532
184.177208,574312.5,53.03301
185.206604,576015.0,2934.4932
186.251469,572810.5,226.98128
187.280812,577539.0,2061.9233
188.308361,577416.0,3685.4404
189.343249,577221.5,3342.4937
190.370625,576087.5,1035.9114
191.412507,576352.5,1743.0182
192.443212,572956.5,1738.7756
193.471324,575207.5,696.5002
194.50051,575639.5,2288.9045
195.528037,577377.5,4840.146
196.55612,574167.5,577.70624
197.594067,575199.5,2259.206
198.621205,575882.0,900.85406
199.650269,575614.5,3461.2876
200.676562,575948.5,1652.5085
201.702591,575634.5,2656.6
202.727049,575685.5,1108.0364
203.760189,575070.0,2664.3784
204.786867,575146.0,1062.0743
205.819559,576678.0,2134.0483
206.845734,573017.5,3638.0642
207.88015,575391.5,1580.3837
208.91774,574033.0,3609.073
209.946233,573585.5,2434.5686
210.983703,572626.5,2660.8428
212.010758,572399.5,4738.3223
213.03749,572899.0,2438.1042
214.070696,571890.5,3715.846
215.109038,574426.0,835.80023
216.138876,574266.5,1892.9248
217.166998,575202.5,1143.3917
218.194645,574538.5,603.1621
219.222544,573761.5,975.1003
220.249222,572129.5,4567.2026
221.281078,574502.5,19.091883
222.310128,576363.5,164.75587
223.345957,574793.0,2501.744
224.387243,572981.0,5263.7026
225.418783,576753.0,2088.7935
226.458708,578148.5,2465.6814
227.875468,573505.0,5294.8154
229.090319,576367.0,666.0946
230.122061,576485.0,1011.1627
231.168816,575737.0,3084.3997
232.221763,575495.5,662.5591
233.254412,575911.5,473.05444
234.286984,576714.5,78.48885
235.318708,575792.0,1900.703
236.347196,574852.0,569.92804
237.373578,574723.5,702.15704
238.40893,574852.0,236.17366
239.442012,575648.5,262.3366
240.479472,576493.0,552.9575
241.509179,574383.0,834.386
242.537946,575071.5,560.73566
243.567602,575396.5,576.29205
244.594957,575170.0,882.46924
245.622883,575886.0,1971.4137
246.662573,577044.0,227.68839
247.692701,572831.5,1776.9594
