time,signal,stdev
0.593609,548970.0,2793.0718
1.733586,547374.5,1182.9896
2.866253,548565.0,2285.3691
4.005779,547877.5,2807.9211
5.147047,548322.5,2013.133
6.280337,545243.0,3190.4658
7.409255,544975.5,1516.744
8.540183,544537.0,1900.703
9.66598,546637.5,1554.9279
10.795817,546138.0,876.81244
11.934758,545869.5,808.223
13.064117,546523.5,860.54895
14.194081,547506.0,1170.9689
15.323613,544456.5,3717.2603
16.452529,543874.5,2037.1747
17.608839,545983.0,442.64883
18.746846,546438.5,837.9215
19.875196,548052.5,734.68396
21.022518,546213.5,3602.709
22.163577,546410.5,3633.8218
23.331885,546189.5,3420.2754
24.461682,545797.0,1936.0583
25.601298,546698.5,2768.323
26.72638,545358.0,8199.61
27.843169,545542.5,7138.243
28.99593,542430.0,1936.0583
30.123771,543933.0,5826.56
31.244174,544243.0,7437.349
32.370213,544126.0,1067.7312
33.492602,544457.0,7179.962
34.635884,545243.0,5868.9863
35.765321,547153.5,2400.6274
36.886469,543150.5,2184.253
38.030372,543322.0,3918.786
39.166761,545054.0,2145.362
40.312893,544938.0,1460.8826
41.642023,545338.5,658.3164
42.972043,544965.5,549.422
44.301936,544940.5,1636.9521
45.63657,545625.5,805.39465
46.959221,545039.5,3366.5354
48.297903,545181.5,3281.6826
49.622562,546153.5,4455.48
51.045424,544558.0,1057.8318
52.397543,544561.0,110.308655
53.769822,545517.0,3360.1714
55.129415,545638.5,4540.3325
56.468573,545686.5,3308.5525
57.865658,545617.5,4964.5967
59.192468,546989.5,6732.364
60.540632,546158.5,4138.696
61.893104,547795.0,2730.8464
63.214497,547085.5,2724.4824
64.577283,545072.5,1328.6537
65.94244,546333.0,1658.8726
67.286681,545611.5,3878.4807
68.601263,543508.0,5037.4287
69.943286,547400.0,1260.0643
71.270595,545794.5,2919.6438
72.613718,544998.5,1272.0851
73.946949,545841.0,3610.4873
75.291952,545042.5,2933.786
76.621785,544211.0,1180.8683
77.955245,546267.0,5755.849
79.277447,545792.0,1274.2064
80.606215,546921.0,2551.2412
81.937826,546040.5,351.43207
83.262543,545724.5,393.8585
84.58607,545077.0,3378.5562
85.930131,547705.5,2297.39
87.277388,548077.5,2915.4011
88.600669,548531.5,1434.7196
89.923083,548223.0,881.05505
91.233174,548220.5,690.8433
92.566157,548287.5,461.74072
93.893147,547518.5,590.43414
95.210846,546545.0,903.6825
96.539351,547109.5,857.7205
97.860555,546121.5,1250.872
99.174358,546920.5,3990.2036
100.49561,546033.5,1655.3369
101.818588,548061.5,372.64526
103.135937,548208.0,1930.4015
104.46448,547981.0,3445.0242
105.816386,545921.0,558.6144
107.14273,546261.5,737.5124
108.459123,546250.5,45.96194
109.791511,548853.5,4432.8525
111.212053,546306.0,1349.1598
112.544382,549671.5,3270.369
113.864613,548623.5,1891.5106
115.233776,549769.5,1501.1877
116.549903,549572.0,634.9819
117.867838,549051.0,1677.2573
119.185892,551022.0,827.31494
120.58499,550311.0,497.80316
121.941667,549401.0,2142.5334
123.261434,549298.5,1444.6191
124.58764,549617.5,334.46152
125.936917,547100.5,608.8189
127.293296,548930.5,563.5641
128.636623,548254.0,1176.6257
129.954904,547756.5,1410.678
131.299111,546801.0,0.0
132.621891,547074.5,3461.2876
133.791991,547408.5,2594.3748
134.919989,547318.0,4552.3535
136.095584,549094.0,2210.4158
137.230579,546583.0,1233.1942
138.36725,547151.0,2310.825
139.512935,547720.0,244.65895
140.648271,548028.0,1156.8267
141.785539,549037.0,3644.4285
142.919355,548897.0,3511.4922
144.058492,548583.0,3191.8801
145.224441,549379.0,6107.9883
146.434361,548199.0,5365.5264
147.591132,548172.0,5393.8105
148.727419,548133.0,4879.0366
149.864104,548554.0,4242.6406
151.016675,547979.0,3452.0952
152.160018,548927.5,7340.4756
153.296341,548183.0,2470.631
154.433283,549116.0,3166.424
155.571192,547742.5,6657.41
156.730411,548844.5,6108.6953
157.86788,548892.0,4055.9646
159.003249,547474.0,3722.2102
160.148385,547855.0,6055.6626
161.300816,550091.5,2307.2893
162.467246,549728.0,743.87634
163.607401,549290.5,6769.1333
164.749091,550376.5,2020.2041
165.885065,548479.5,176.0696
167.02919,548326.5,1834.9421
168.203408,549146.0,227.68839
169.35101,549316.0,3074.5002
170.491868,549146.0,2254.2563
171.637857,550172.5,2072.53
172.781454,550193.5,960.9581
173.947661,549843.0,702.86414
175.119962,550169.5,2474.1667
176.277783,552098.0,627.9108
177.420768,551484.0,2296.6829
178.584702,551269.5,2332.7454
179.755896,552188.0,2223.1438
180.911684,550100.5,238.29498
182.066194,549873.0,3378.5562
183.212523,549542.5,1366.8374
184.353198,551529.5,1048.6394
185.534041,551724.0,688.722
186.681692,550966.5,1608.668
187.813334,551737.5,1561.9989
188.955965,552859.5,2502.451
190.093433,551862.5,1728.8761
191.274203,551732.0,1074.8024
192.411807,552953.5,1057.1246
193.550187,555119.0,1766.3528
194.685474,550496.0,458.2052
195.834107,554004.5,70.00357
197.001357,551740.5,1400.7786
198.148851,551716.5,51.618793
199.314549,553039.0,1055.0033
200.450192,554716.5,231.22392
201.578534,553625.0,1159.6552
202.764958,555533.0,987.1211
203.906855,553487.5,511.2382
205.041944,553153.5,1125.0068
206.211951,553756.5,1393.7075
207.355797,554196.0,2300.9255
208.511046,553609.5,1035.9114
209.654959,552608.0,203.64676
210.78015,554771.5,135.05739
