time,signal,stdev
0.804483,542734.5,3314.2095
3.016337,540153.5,1102.3795
4.291413,542511.5,1764.2314
5.653043,540677.5,3182.6875
7.040272,543527.0,340.82547
8.428909,546494.0,974.3931
9.826433,543176.5,789.83826
11.217179,543204.0,714.17786
12.598082,545521.5,679.5296
13.96494,542158.0,3282.3896
15.363814,543160.0,786.30273
16.752354,542743.0,91.92388
18.123493,542844.0,197.9899
19.482101,542498.5,3307.1384
20.863327,542465.0,2935.9075
22.190605,543511.5,2553.3625
23.421142,542411.5,1249.4576
24.656827,542351.5,395.2727
26.00852,543238.0,832.9718
27.395341,545055.5,2906.9158
28.760625,542479.0,186.6762
30.134544,543002.5,211.42493
31.499151,543378.0,309.71277
32.885037,541858.0,1387.3435
34.260659,542374.5,3421.6897
35.616797,543667.0,4698.0176
36.993143,541946.0,724.07733
38.368231,543318.5,426.38538
39.732762,544944.0,3576.5461
41.112711,542287.0,333.7544
42.482873,543132.5,37.476658
43.861355,542519.5,258.09396
45.186714,543223.5,417.90012
46.544325,542059.0,649.124
47.90628,544039.0,3419.5684
49.288408,545402.0,1028.1333
50.672798,542975.0,1704.1273
52.060961,544486.0,859.84186
53.410876,541848.5,137.88582
54.779655,545719.0,408.70773
