time,signal,stdev
0.544914,593209.0,8326.89
1.647634,585913.0,6274.865
2.739157,594804.5,5803.225
3.830371,597941.0,3529.877
4.927211,595510.0,9281.483
6.003988,594965.0,23425.033
7.089737,607945.5,6189.3057
8.191852,609829.5,7134.0005
9.269472,608624.0,3286.6323
10.356606,593773.5,19856.266
11.432242,598475.0,18664.791
12.512853,595839.0,11121.375
13.954878,606125.0,1753.6249
14.990017,602049.0,1776.2522
16.006348,600768.5,14009.907
17.022212,600366.5,4482.3496
18.037632,596622.0,1462.2969
19.055801,601273.0,1575.434
20.080557,591468.5,7862.3203
21.101955,586997.5,13490.891
22.119787,627169.5,45237.156
23.140608,660960.5,86590.18
24.184795,605864.5,16860.96
25.1975,604716.5,10495.586
26.222461,609490.5,11115.012
27.239056,601875.5,7795.852
28.254194,597458.0,1158.241
29.277473,615612.5,23980.111
30.291237,620054.0,30595.096
31.31263,599510.5,1472.9034
32.324115,606892.0,2391.435
33.33488,603048.5,3321.2805
34.590813,603707.0,5942.5254
35.612726,599979.5,11530.79
36.626977,600611.5,2757.0093
37.649724,594833.5,18041.83
38.663642,594985.5,15787.573
39.684289,599226.5,4456.894
40.697869,593773.0,14282.143
41.709386,594811.5,12113.446
42.718822,600147.0,9121.678
43.730507,595430.0,9915.051
44.742194,597858.5,10484.272
45.749396,599522.5,9802.621
46.761207,598973.0,5260.8745
47.77104,595780.0,5552.2026
48.812142,597220.0,9165.518
49.840752,598649.0,7133.293
50.852852,596124.5,7764.7397
51.883936,589574.0,5833.631
52.903372,593369.5,4953.2827
53.920483,591102.0,2397.092
54.954205,596155.0,576.99915
55.971301,599392.5,825.1936
56.990602,601215.5,181.72644
58.01522,600326.0,224.85995
59.023582,599981.0,1791.8086
60.035471,593292.0,4548.111
61.061063,596112.5,1202.7886
62.072844,603608.0,7669.28
63.080817,598371.5,8959.75
64.100509,605025.0,6402.1445
65.121112,600450.0,6044.3486
66.149599,601170.5,8840.956
67.168423,599458.0,11001.167
68.184369,601101.0,7656.5522
69.196175,599448.5,10898.637
70.214239,599479.0,10449.624
71.227379,600181.0,6767.0117
72.24635,600070.5,7911.818
73.267005,604308.5,9323.203
74.294563,603892.0,10610.845
75.316365,603251.0,13644.332
76.333083,600129.5,7573.821
77.35169,598567.0,9973.034
78.378315,603676.5,12448.615
79.395155,603189.0,7638.1675
80.423331,599900.5,6930.3535
81.44238,597969.5,136.4716
82.453637,594911.5,2788.122
83.484529,595884.0,4467.5005
84.513204,596121.0,4852.1665
85.527365,594228.0,2.828427
86.544544,604619.5,13339.569
87.561456,601929.5,10651.149
88.572701,603286.5,6436.793
89.602026,600622.0,12614.785
90.619264,601228.0,15597.361
91.642319,601217.0,10513.264
92.658976,604311.0,7498.16
93.672507,605280.0,9314.011
94.696738,603887.5,12001.724
95.718033,613141.5,1953.7361
96.744545,613174.5,1382.3938
97.761424,611124.0,6122.1304
98.77576,612594.0,3596.345
99.797689,608345.0,4965.3037
100.820138,606515.5,10803.885
101.859727,603625.0,6004.751
102.88481,593446.5,4510.6343
103.921053,595900.5,1798.1725
104.940128,601199.5,8948.437
105.970216,606233.0,14238.302
107.001238,602511.0,14375.48
108.028919,602899.5,15723.934
109.052996,603195.0,11247.24
110.089665,604078.5,6735.192
111.112887,604375.0,8202.438
112.144301,604774.5,9417.955
113.172796,605649.5,5455.3286
114.204954,607121.0,8889.746
115.23496,608740.5,1446.0333
116.268949,608947.5,2379.4143
117.362183,608349.5,3836.0542
118.4955,609542.0,3706.6538
119.585774,619145.5,5172.486
120.686729,616808.5,7841.107
121.779621,618152.0,9323.91
122.903212,620153.0,6369.6177
124.00854,620259.5,5719.7866
125.120119,621415.0,4350.121
126.233265,619369.0,7683.4224
127.317884,618823.5,5968.6885
128.417102,618936.0,4549.525
129.503988,621830.5,4183.9507
130.582141,627779.5,5803.225
131.694857,625208.5,1013.284
132.78452,621970.0,5655.44
133.865123,625930.5,457.49808
134.984073,628355.0,1967.171
136.072758,625965.5,3226.528
137.175782,628375.0,2033.6392
138.277036,626503.0,6772.6685
139.373151,629359.0,8032.733
140.456187,630186.0,11309.466
141.540779,628987.0,3937.1707
142.617679,623635.5,6315.1704
143.645528,600129.0,37034.01
144.652698,601379.0,38448.227
145.659827,604351.5,38806.727
146.673689,604727.0,38663.184
147.718769,609197.0,39984.062
148.730956,606078.5,36514.29
149.842094,609734.5,37477.367
150.91248,599827.5,18893.186
151.931273,612330.0,28186.691
152.981481,610236.5,24991.275
154.075138,613765.5,27244.117
155.109184,615260.0,24942.484
156.126172,616506.5,24489.23
157.147741,622059.0,25957.889
158.167103,627764.5,26358.82
159.200765,629059.5,32070.828
160.227656,633555.5,30823.492
161.269738,632373.0,23884.654
162.29629,631614.5,27334.627
163.319414,635134.5,24653.277
164.33713,636363.5,21103.602
165.365194,635350.0,19789.09
166.444113,637872.5,20123.553
167.54606,635909.0,19537.36
168.653193,638486.0,9101.879
169.752855,642060.5,16411.24
170.850854,643931.5,19190.17
171.936226,642197.5,16907.63
173.020515,645442.5,19393.818
174.115583,826199.0,237971.12
175.213547,866145.5,297242.94
176.291987,783304.5,178149.19
177.380672,775907.0,166328.48
178.466745,768730.0,158300.0
179.504753,761771.5,149736.22
180.51378,756165.5,133778.23
181.525714,743366.0,119064.055
182.545042,802024.0,201750.3
183.565983,759625.5,145526.11
184.577487,745785.5,123264.98
185.59027,732920.0,105233.05
186.60231,712143.0,95456.586
187.614159,699846.0,75364.85
188.743253,683074.5,57656.78
189.779983,678026.5,39277.66
190.801496,669740.0,20422.658
191.819216,602702.0,75719.82
192.838759,599756.0,77433.85
193.861392,592994.5,59722.945
194.889474,594538.5,61195.14
195.912357,595214.5,59737.09
197.026767,598147.0,62997.56
198.123763,596133.0,58657.336
199.217868,600313.0,59552.53
200.314475,598794.5,56960.99
201.428426,601622.0,57357.676
202.526913,602268.5,53022.402
203.632066,611125.5,45559.598
204.734881,613309.0,35673.535
205.86917,618005.0,37909.41
207.019015,619220.5,29306.041
208.156518,622659.5,31727.174
209.296656,633548.5,37372.715
210.413447,630668.5,33678.79
211.507427,625251.0,30360.336
212.607956,623835.0,30108.607
213.706128,623683.5,34863.9
214.792208,620500.5,34739.45
215.883398,620222.5,38376.805
216.974127,621110.0,44452.973
218.061246,619570.0,46389.03
219.162342,616100.5,46331.758
220.256401,613225.5,46508.535
221.363,613058.0,47291.3
222.454864,614740.0,48063.46
223.538943,613115.5,48634.098
224.620075,613196.5,48496.918
225.699319,612115.5,47777.086
226.803329,611392.0,48726.727
227.884017,610825.0,47562.832
228.973244,610997.5,46552.375
230.076692,610789.5,45167.86
231.158113,610001.5,41268.87
232.242249,621176.0,51484.445
233.329379,620912.5,50234.99
234.407251,620956.5,46006.49
235.484472,620247.0,49323.527
236.589163,617092.0,44386.508
237.678366,617756.0,46537.527
238.762507,616250.5,40820.566
239.850008,617481.0,38453.88
240.937411,618853.5,39731.62
242.017824,614922.0,33730.406
243.045142,613832.5,31911.021
244.055345,616095.0,32105.477
245.068121,615779.5,26778.84
246.082708,613085.5,21891.318
247.099311,615962.0,18414.475
248.111245,615223.5,21162.998
249.12121,616343.0,19397.354
250.133541,615603.0,18529.025
251.142659,612313.5,16664.387
252.172295,615152.5,14807.523
