time,signal,stdev
0.495754,572554.0,185.26198
1.526108,572618.0,4324.665
2.556639,575705.5,4724.18
3.599956,572929.0,1035.2043
4.631522,571890.5,2342.6448
5.660417,574273.5,243.95184
6.703044,576817.5,2328.5027
7.729628,573871.5,1535.1288
8.758556,577039.0,2.828427
9.801596,577209.5,4437.095
10.83493,577583.5,4728.423
11.863072,572804.0,2679.9348
12.890136,575085.0,4671.1475
13.926581,575240.0,1787.5659
14.958793,575409.0,241.83052
16.000655,576465.0,89.09545
17.033333,575512.5,1847.67
18.07575,573548.0,712.7636
19.108989,578248.5,153.44217
20.141701,575584.5,2288.9045
21.180598,574795.5,1368.2516
22.218584,576836.5,714.88495
23.251952,574870.5,2089.5005
24.283601,574218.5,2018.7899
25.31595,576555.5,405.17218
26.350027,577149.5,1627.0527
27.387282,573828.0,1264.3069
28.425478,571285.0,3108.4414
29.455985,577630.0,2016.6686
30.497596,575551.0,1124.2998
31.527183,575932.0,258.8011
32.558164,577922.0,2329.2097
33.600314,574365.0,1282.6917
34.634004,575497.5,2532.1494
35.661866,576849.0,445.47726
36.702945,575720.0,940.452
37.733608,574021.0,3874.945
38.778239,574360.0,4234.1553
39.811577,578042.0,203.64676
40.84132,574457.0,4174.7583
41.870015,575833.0,70.71068
42.899091,572591.0,3906.0579
43.930309,578046.0,1342.0886
44.969476,573628.5,2158.797
46.000555,577592.0,321.0265
47.029581,575052.5,1289.0557
48.064908,576312.0,1954.4431
49.097402,574880.5,4554.4746
50.130931,576049.5,6760.648
51.16221,575559.5,24.748737
52.193413,572350.5,2925.3008
53.221979,574882.0,1415.6278
54.248389,576330.0,2005.3549
55.273892,576687.0,1927.5731
56.311822,572257.5,3820.4978
57.343448,573539.0,882.46924
58.379305,573073.0,5357.041
59.407022,570864.5,1854.7411
60.436644,574565.5,1802.4152
61.473793,572387.5,2612.7595
62.512614,574460.5,1470.075
63.551892,575584.5,173.24117
64.581198,573152.5,4854.288
65.612824,573020.0,417.193
66.654701,573214.0,1988.3843
67.70312,576572.5,1615.739
68.744998,577186.0,321.0265
69.777026,576391.0,3722.2102
70.808576,575140.0,1807.365
71.833892,577562.5,473.05444
72.863972,575513.5,3035.6094
73.905298,573345.0,2555.484
74.937129,576352.0,1969.9995
75.968723,574122.0,1073.3881
