time,signal,stdev
0.54896,550648.0,2138.291
1.637769,555699.0,2703.9763
2.735103,556429.5,85.55992
3.823219,553476.0,4610.3364
4.917139,554013.5,2028.6893
6.002441,560860.5,3123.2905
7.077526,558508.5,1109.4506
8.150447,561383.0,3807.063
9.224053,562108.0,572.7565
10.309004,560957.0,2472.0454
11.382999,563047.5,1211.2739
12.458576,565999.0,5000.659
13.53004,562954.5,5055.1064
14.598712,563064.0,1047.9323
15.68136,564869.5,3983.1323
16.750024,569030.0,3187.6375
17.823973,569344.5,4509.2197
18.891567,564768.5,3326.9373
19.957621,564896.0,2998.1328
21.027534,562892.5,2007.4762
22.117592,559973.0,240.4163
23.197761,561573.5,2953.585
24.275117,556288.5,273.65033
25.354493,558363.0,4415.175
26.436937,556971.5,1119.35
27.533879,555408.0,1953.0289
28.618446,554248.0,971.5647
29.717975,553349.0,1552.8065
30.807031,554598.5,164.75587
31.88932,553396.0,1.4142135
32.980903,556336.0,371.93817
34.070159,552184.0,3208.8506
35.154718,553688.5,4410.225
36.237863,553423.0,1928.9873
37.317754,553561.0,3695.34
38.403531,555680.0,2107.1782
39.505006,556366.5,3410.376
40.59287,555935.0,1694.2279
41.676546,554098.0,503.46002
42.764263,551959.0,3118.3408
43.844949,553344.5,2064.0447
44.953874,554448.5,299.10617
46.038113,555578.5,2585.8894
47.117244,556841.0,3445.0242
48.199136,556686.5,2529.321
49.284385,558334.5,4882.5723
50.377248,557866.5,680.94385
51.463102,557658.0,2705.3906
52.543955,557494.0,1371.7871
53.624049,558155.5,3229.3567
54.706191,557212.0,892.3688
55.794096,557348.0,1718.2695
56.89539,559114.5,3889.7944
57.992287,557040.5,3390.577
59.076921,557686.0,5747.364
60.155678,556353.0,1530.1791
61.236837,558206.0,3132.4832
62.334022,557199.5,5892.321
63.420505,557397.5,936.9165
64.50143,557735.5,1832.1136
65.587504,556155.5,2103.6426
66.674122,556609.0,186.6762
67.759804,554486.0,1955.8573
68.855341,556323.5,122.329475
69.944904,557089.5,126.57211
71.036347,560175.0,4142.2314
72.120151,559893.5,135.05739
73.19986,558337.5,1356.9379
74.291192,558812.5,2533.5635
75.370276,559829.5,2061.2163
76.449009,561057.5,860.54895
77.525105,561685.0,2245.7712
78.605184,560583.0,629.325
79.695438,560892.0,2810.0422
80.777036,561253.0,3590.6882
81.862218,563434.5,3653.6206
82.93684,564762.5,450.42703
