intensity
16
15
17
19
18
18
19
19
25
26
26
28
27
28
34
35
31
20
18
21
22
22
17
16
28
32
42
36
31
13
12
17
25
31
33
27
30
39
40
43
32
22
15
15
16
21
23
20
25
24
23
22
14
14
14
14
22
27
25
34
33
37
40
41
27
22
16
24
26
26
26
24
13
15
17
25
25
18
20
18
15
23
35
39
45
40
32
22
18
20
14
15
18
18
19
16
20
27
34
29
23
16
17
16
20
22
20
22
24
30
34
34
27
16
11
12
18
24
26
23
16
9
10
13
18
19
18
19
13
27
35
104
36
31
14
12
6
7
14
20
24
25
26
27
26
25
26
26
24
26
22
16
22
26
27
26
24
23
25
27
27
28
29
28
24
25
23
23
23
18
19
20
23
25
22
24
20
20
22
20
23
24
23
24
26
25
27
24
19
22
26
28
27
23
16
14
13
12
10
16
18
17
15
10
10
11
13
13
20
23
20
19
22
23
25
23
27
30
48
28
21
16
16
22
25
24
26
27
24
21
21
25
32
32
33
31
22
22
22
16
21
24
22
20
18
21
20
22
14
13
13
13
22
27
27
24
15
8
11
17
22
22
24
25
24
23
13
13
17
17
17
15
28
31
31
30
24
19
24
44
32
32
29
26
20
13
11
14
15
15
12
12
14
18
28
31
35
32
28
28
27
28
26
30
31
30
28
20
30
32
38
33
30
11
11
15
24
30
36
37
29
28
29
31
28
24
19
18
21
27
27
26
29
32
32
34
29
19
23
23
23
21
29
7
13
18
22
25
27
28
30
31
33
34
32
29
33
36
41
38
32
10
10
15
26
26
28
30
30
30
28
24
18
14
14
13
12
12
20
28
28
28
27
13
12
13
15
22
26
27
22
23
21
13
18
23
25
29
30
23
18
10
7
9
12
13
16
22
21
22
21
15
17
21
22
22
26
24
27
31
30
27
26
27
30
30
22
14
17
23
28
65
25
22
13
14
16
18
19
20
13
11
10
10
15
15
17
24
23
26
27
27
26
22
14
14
16
17
17
13
14
13
15
16
11
10
10
11
14
13
11
13
14
16
20
21
20
24
25
24
21
22
26
24
28
30
28
32
31
21
21
19
13
9
11
10
9
9
9
9
11
12
18
20
21
19
14
17
23
24
29
31
28
36
26
23
27
60
29
25
20
22
24
24
21
23
27
35
27
28
21
24
21
9
8
10
14
19
22
19
9
7
28
22
23
21
14
11
21
24
25
28
29
29
34
30
24
18
25
31
42
34
35
29
26
24
26
31
36
55
37
33
23
18
16
18
18
20
19
16
19
18
17
17
18
17
16
21
28
28
29
27
17
21
27
27
30
29
26
26
26
21
20
23
23
24
22
16
17
16
14
12
18
25
25
30
28
23
21
15
23
27
31
38
37
44
24
21
17
19
22
28
24
21
22
23
23
22
14
12
12
18
23
20
22
23
21
30
35
48
38
40
29
35
31
27
28
23
23
26
29
34
30
22
14
10
14
15
14
12
9
13
18
26
29
30
24
24
27
28
33
35
34
31
40
20
22
22
21
20
16
14
15
13
15
15
11
10
9
9
9
9
13
11
8
9
14
20
22
26
28
66
30
28
24
24
21
21
27
32
49
80
33
27
12
11
16
21
20
24
19
18
25
31
32
56
33
32
30
33
33
31
29
25
25
38
36
39
34
32
33
35
34
36
32
22
15
11
16
22
28
31
30
31
29
23
20
13
15
14
13
13
10
15
20
20
22
22
22
25
27
27
26
24
21
21
17
17
16
16
12
16
17
18
23
23
24
21
25
30
38
35
34
30
23
19
18
16
18
17
19
21
21
28
29
31
30
24
22
20
20
24
32
35
41
41
42
39
27
28
28
55
35
35
33
33
31
32
35
35
37
38
39
39
39
47
38
42
40
42
36
34
29
28
28
27
27
33
40
47
54
56
60
59
57
55
45
47
56
55
43
34
30
44
52
60
73
76
76
78
81
77
83
80
79
78
72
70
76
80
101
130
156
179
216
223
236
237
244
245
250
251
253
253
254
254
254
255
254
254
254
253
253
251
248
245
240
236
230
225
204
179
144
81
68
69
67
75
81
81
98
82
97
78
81
77
108
73
83
53
40
38
30
37
53
56
47
49
55
55
55
54
48
47
43
42
38
36
24
24
30
34
32
34
45
48
56
59
56
53
50
39
37
31
28
27
22
33
40
38
30
31
34
48
43
45
36
38
39
40
42
41
36
30
29
31
28
28
31
35
40
41
44
46
44
45
42
37
32
19
19
23
22
27
26
22
27
33
37
40
39
32
28
28
25
21
13
8
6
14
24
31
36
41
41
38
35
31
24
29
32
33
31
28
28
29
27
23
22
21
21
22
22
19
18
17
16
17
22
26
26
28
31
29
32
36
35
35
36
33
30
34
30
29
30
33
37
37
33
32
32
45
37
30
26
26
24
24
21
13
18
13
14
18
24
25
30
32
31
32
31
27
27
27
35
43
47
42
35
26
18
18
20
20
22
25
25
22
15
15
19
18
15
18
23
28
32
32
28
28
28
24
24
23
18
20
25
30
36
39
34
34
32
29
31
33
29
23
24
26
27
29
27
26
26
25
22
25
33
36
35
31
27
24
20
20
23
23
24
23
19
17
17
14
15
22
29
34
33
30
26
21
23
26
28
56
36
32
27
36
33
32
30
27
26
28
27
28
21
19
22
23
23
26
33
46
37
32
32
35
32
31
26
24
23
23
33
39
42
39
38
35
29
28
26
21
23
16
23
28
27
29
27
21
18
14
21
25
26
28
29
33
34
33
30
31
35
35
33
33
28
24
28
24
23
21
20
21
18
14
13
13
23
31
32
29
21
18
16
17
13
12
4
10
15
16
18
22
25
27
