intensity
0
0
0
2
3
3
8
9
7
2
2
1
0
0
0
0
0
1
2
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
3
9
10
4
3
0
0
0
0
1
0
1
1
3
8
14
9
1
0
0
0
0
1
6
5
8
5
0
0
0
1
3
12
0
0
0
0
0
0
2
1
1
1
1
3
4
3
1
0
0
1
2
4
4
4
3
2
1
1
3
3
6
5
2
5
6
3
3
1
0
0
0
0
0
0
0
0
1
2
4
6
3
1
0
0
0
0
0
0
0
0
1
2
0
0
0
0
3
7
4
2
6
5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8
10
6
0
0
0
0
1
4
4
5
5
7
5
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
4
1
6
1
0
0
0
0
0
0
0
0
2
9
14
12
9
9
2
2
3
1
2
0
0
0
10
0
0
0
2
5
4
3
3
2
0
1
3
1
0
0
0
0
0
1
4
1
0
0
0
0
0
0
1
4
3
2
3
2
1
1
0
0
0
0
0
0
0
0
0
0
0
2
1
1
1
1
2
2
1
3
3
3
3
0
0
0
0
4
7
5
8
6
6
8
10
0
0
0
0
0
1
0
0
0
1
4
8
1
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
7
6
5
1
0
0
10
15
15
11
6
4
3
7
5
0
0
0
0
0
0
1
5
5
2
0
0
0
0
0
0
0
0
0
0
0
0
0
2
4
1
1
0
0
3
2
0
0
0
0
0
0
1
0
0
0
0
0
5
3
0
0
1
3
4
5
0
0
0
0
2
0
0
0
0
0
0
0
1
0
0
0
2
3
6
5
2
0
3
2
0
0
1
0
0
4
16
5
6
6
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
3
3
0
0
0
0
0
0
0
2
1
1
0
0
0
0
2
5
6
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
2
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
5
3
0
2
2
3
3
1
0
0
0
0
2
1
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
7
8
3
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
3
8
8
10
5
1
1
4
3
1
2
0
2
2
0
0
0
0
0
0
3
4
4
2
0
0
2
0
0
3
3
5
2
0
0
0
0
0
3
2
1
0
0
2
6
7
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
1
2
5
2
2
1
0
0
0
0
0
0
0
3
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
3
1
6
9
4
2
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
2
5
4
0
0
0
0
0
0
0
0
1
0
2
1
0
0
0
0
0
0
0
3
6
5
9
7
6
8
11
13
12
8
5
3
4
4
5
0
0
0
0
2
7
7
4
3
3
2
2
0
1
0
2
3
2
0
2
0
0
0
0
2
6
7
2
0
0
0
0
0
3
2
2
0
5
9
11
6
3
1
3
3
2
0
0
0
0
2
1
0
0
0
0
0
0
0
5
3
4
2
2
2
1
3
3
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5
2
0
4
4
5
3
5
7
7
4
5
5
8
8
10
11
7
7
5
0
0
0
0
2
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
3
6
5
0
0
0
0
0
0
0
0
0
0
0
0
5
5
17
9
9
5
6
5
7
14
12
12
10
8
8
5
5
6
7
5
4
1
3
5
3
0
0
0
0
0
0
0
0
4
3
1
4
4
2
1
6
6
2
0
0
0
0
3
4
1
0
0
2
0
3
11
9
6
3
0
0
0
0
3
1
2
4
1
7
11
16
18
18
16
12
7
8
3
2
2
5
13
20
25
30
33
28
23
21
20
25
30
30
18
15
7
13
19
29
38
49
53
56
55
58
68
65
72
73
68
67
50
42
35
46
54
84
134
157
196
208
230
231
228
227
237
244
248
249
252
254
254
252
251
251
249
243
238
237
235
235
240
232
225
210
190
168
131
125
40
58
59
61
64
67
69
66
71
69
72
69
61
59
43
41
23
21
13
15
17
21
29
35
37
38
40
39
27
19
11
15
10
1
0
1
7
18
48
24
23
21
19
22
23
19
10
12
9
8
5
6
13
14
19
23
27
29
26
26
22
22
20
19
13
12
7
1
0
0
0
2
5
3
8
10
11
11
4
0
0
0
0
1
0
0
0
0
0
0
4
4
3
7
9
11
12
7
6
3
0
0
0
0
18
2
2
1
6
7
7
6
2
5
3
1
3
3
6
6
7
6
6
5
0
0
0
0
0
0
0
4
5
6
6
4
1
0
0
16
0
2
7
7
3
7
0
0
0
0
0
0
0
4
0
1
2
2
2
4
2
2
3
2
1
4
5
4
2
3
6
6
8
11
8
7
4
2
1
5
7
8
7
7
9
7
8
4
1
2
2
1
1
3
5
3
6
5
6
10
6
3
2
2
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
4
6
4
1
3
4
0
0
0
0
2
4
4
5
4
1
2
0
1
7
0
2
6
4
6
3
0
0
0
0
0
0
0
0
0
0
4
1
2
2
3
5
6
8
0
0
0
0
0
0
0
0
2
0
0
5
10
9
8
7
9
4
5
4
4
6
