time,signal_1,signal_2
0.528589,557929.0,561690.0
1.62007,560552.0,561021.0
2.726656,557393.0,563133.0
3.815372,558890.0,564933.0
4.920982,563200.0,564872.0
6.024927,563622.0,561348.0
7.164366,564770.0,566587.0
8.247178,569083.0,567066.0
9.354243,566685.0,566399.0
10.413344,566785.0,569298.0
11.48192,568064.0,567756.0
12.538313,570493.0,565543.0
13.602617,569679.0,564611.0
14.660127,567928.0,564581.0
15.71692,571028.0,566707.0
16.787304,569680.0,568207.0
17.853751,574807.0,569290.0
18.923117,573328.0,568105.0
19.996313,572649.0,568861.0
21.054622,569453.0,564690.0
22.12017,572329.0,568532.0
23.176612,568175.0,559402.0
24.236644,572786.0,558512.0
25.368344,568715.0,565218.0
26.449613,563813.0,555797.0
27.540605,566735.0,559070.0
28.675176,565170.0,559253.0
29.767288,567476.0,560785.0
30.855095,566017.0,560292.0
31.939041,565254.0,559436.0
33.048333,566354.0,558609.0
34.180109,565537.0,559619.0
35.295135,565845.0,558192.0
36.406231,565811.0,561094.0
37.52875,566248.0,560931.0
38.626999,564220.0,561615.0
39.729575,564187.0,561593.0
40.829873,564295.0,559563.0
41.937647,562152.0,562049.0
43.051418,563929.0,558205.0
44.171641,565039.0,559421.0
45.287145,561349.0,559899.0
46.412757,564918.0,556851.0
47.478754,564841.0,560645.0
48.552299,559841.0,558758.0
49.616141,564996.0,566121.0
50.688881,566161.0,563180.0
51.755588,565032.0,562632.0
52.818135,563769.0,560413.0
53.868708,565511.0,564227.0
54.920559,565292.0,561371.0
55.975943,564004.0,562860.0
57.03909,566509.0,564656.0
58.104587,566483.0,565271.0
59.165494,564307.0,560883.0
60.221543,564167.0,562532.0
61.278064,561822.0,561861.0
62.334779,560659.0,560652.0
63.408748,560942.0,561637.0
64.478973,559809.0,560698.0
65.545107,564680.0,565701.0
66.61024,565062.0,560872.0
67.677272,560480.0,567739.0
68.745399,561796.0,566133.0
69.81522,562174.0,562698.0
70.874896,566334.0,564635.0
71.931618,564759.0,566267.0
72.992744,562065.0,566661.0
74.051507,564171.0,566350.0
75.124421,563944.0,563934.0
76.181747,561928.0,567554.0
77.240909,563785.0,562159.0
78.302297,563266.0,564922.0
79.377191,565990.0,564256.0
80.475167,564917.0,565533.0
81.540536,567550.0,568302.0
82.600616,565463.0,566778.0
83.656229,566186.0,568439.0
84.710962,568549.0,566069.0
85.768422,569109.0,565690.0
86.835281,567095.0,570746.0
87.888086,567552.0,566829.0
88.945957,566932.0,567838.0
90.005122,566565.0,567204.0
91.065342,572444.0,567159.0
92.137955,570622.0,570017.0
93.196927,567421.0,568388.0
94.362624,567197.0,570400.0
95.551733,573180.0,574252.0
96.713855,568844.0,569442.0
97.922379,573630.0,570719.0
99.092823,569237.0,569565.0
100.27331,571161.0,571212.0
101.414012,571411.0,570106.0
102.594383,568647.0,572635.0
103.777482,572104.0,573750.0
104.966258,569752.0,569748.0
106.137287,572703.0,571706.0
107.349812,571578.0,574163.0
108.518265,575467.0,572732.0
109.695932,573668.0,578925.0
110.893679,575494.0,571814.0
112.111857,571852.0,573709.0
113.312339,578065.0,574058.0
114.481484,576977.0,577443.0
115.657537,576115.0,575780.0
116.839572,577741.0,576510.0
118.021462,573645.0,577321.0
119.199162,573860.0,576287.0
120.381478,576796.0,578348.0
121.587822,575402.0,577517.0
122.772564,576033.0,580567.0
123.960696,577806.0,580193.0
125.179606,579613.0,580784.0
126.374597,576193.0,580118.0
127.559643,584199.0,581861.0
128.760469,580212.0,582824.0
129.921057,579206.0,582823.0
131.119677,580509.0,581837.0
132.364733,583325.0,582966.0
133.544112,580164.0,583990.0
134.737381,582707.0,584867.0
135.939288,580420.0,586031.0
137.095762,583984.0,587346.0
138.242086,583945.0,587172.0
139.440807,585427.0,590163.0
