time,signal_1,signal_2
0.569887,552028.0,556212.0
1.720868,554933.0,555896.0
2.859749,556608.0,555868.0
3.983362,554988.0,554579.0
5.126881,551940.0,559302.0
6.273134,557324.0,557248.0
7.532152,556795.0,552921.0
8.65287,557346.0,558156.0
9.773934,557282.0,559061.0
10.871178,557705.0,561143.0
11.971591,556327.0,557518.0
13.085689,557614.0,558841.0
14.190892,558342.0,557509.0
15.299585,557058.0,560891.0
16.408862,552417.0,557808.0
17.504779,555763.0,551312.0
18.609595,557997.0,559178.0
19.700873,558830.0,557447.0
20.789028,558676.0,560663.0
21.875501,561512.0,556612.0
23.032093,559040.0,557580.0
24.220838,557170.0,557313.0
25.628599,556534.0,558065.0
27.084039,554727.0,555681.0
28.270654,555188.0,554087.0
29.410038,555710.0,555961.0
30.523696,557785.0,556817.0
31.626927,558163.0,556563.0
32.740347,560041.0,556783.0
33.835101,556915.0,558615.0
34.935884,557576.0,556825.0
36.048624,558889.0,556224.0
37.142493,557759.0,557506.0
38.232491,560356.0,558695.0
39.325796,559709.0,559862.0
40.416016,561322.0,559484.0
41.5117,561393.0,559967.0
42.629373,559426.0,559887.0
43.721134,560495.0,558685.0
44.810817,558971.0,560652.0
45.899581,562067.0,558071.0
46.990669,558528.0,558111.0
48.096794,560225.0,559421.0
49.189095,557332.0,556922.0
50.284955,557806.0,560969.0
51.38138,558503.0,557884.0
52.480889,558917.0,559633.0
53.570364,560908.0,560725.0
54.665281,560252.0,558602.0
55.874849,560303.0,560575.0
56.994333,558032.0,562236.0
58.076616,562419.0,563447.0
59.157161,561391.0,559438.0
60.24522,560528.0,559071.0
61.325162,559845.0,558394.0
62.401269,562829.0,562045.0
63.481409,559393.0,562232.0
64.561267,559352.0,560363.0
65.661423,562347.0,561870.0
66.759402,560929.0,562046.0
67.842914,559162.0,564235.0
68.926671,559103.0,563052.0
70.009723,563419.0,563384.0
71.103748,562664.0,560271.0
72.206833,561547.0,559190.0
73.294312,558885.0,563653.0
74.37553,558908.0,562961.0
75.453401,563251.0,562463.0
76.544655,562897.0,562462.0
77.632537,564810.0,562270.0
78.722307,564211.0,563912.0
79.807386,561855.0,561992.0
80.889563,562827.0,564748.0
81.990304,566224.0,564360.0
83.091053,562508.0,562661.0
84.180537,561353.0,563910.0
85.267282,564392.0,560152.0
86.36451,562882.0,561749.0
87.45583,565173.0,565534.0
88.554417,567039.0,565682.0
89.651746,566027.0,564885.0
90.732073,566694.0,564404.0
92.068569,563721.0,567743.0
93.194748,568941.0,566462.0
94.281676,566403.0,564298.0
95.367514,567107.0,567629.0
96.45335,568583.0,568014.0
97.54989,568281.0,569703.0
98.640647,572087.0,566897.0
99.718561,571965.0,568495.0
100.813342,573005.0,570052.0
101.892143,570815.0,571795.0
102.978495,571345.0,570186.0
104.053753,570025.0,569770.0
105.141893,571731.0,567203.0
106.245599,571299.0,571180.0
107.339636,574142.0,570952.0
