time,signal_1,signal_2
0.581199,550038.0,554499.0
1.739718,551753.0,555504.0
2.914906,551804.0,555225.0
4.287699,548166.0,556947.0
5.398634,553765.0,555889.0
6.518781,555094.0,555145.0
7.687706,554190.0,556355.0
9.222417,553780.0,557118.0
10.426327,553496.0,559314.0
11.543537,553531.0,557394.0
12.661923,553112.0,559141.0
14.13957,552585.0,556887.0
15.254699,552177.0,557683.0
16.666093,550017.0,559220.0
17.830155,554779.0,554140.0
18.935547,555797.0,553063.0
20.034038,553910.0,560520.0
21.134664,550639.0,559170.0
22.238573,555247.0,561004.0
23.346464,555029.0,557447.0
24.45115,553725.0,554997.0
25.543645,552110.0,558689.0
26.643417,551063.0,556852.0
27.762438,550623.0,557064.0
28.872614,552847.0,558433.0
29.979939,552371.0,560013.0
31.07893,555228.0,559841.0
32.193101,554941.0,557114.0
33.324365,553785.0,559772.0
34.437091,553783.0,554557.0
35.535975,555524.0,557762.0
36.642202,551818.0,556565.0
37.753633,552456.0,556401.0
38.877206,556118.0,557759.0
40.009149,557515.0,554721.0
41.122117,555536.0,557765.0
42.604204,557198.0,552954.0
43.720542,556183.0,557999.0
44.844353,554409.0,559971.0
45.957108,553876.0,557971.0
47.06737,553758.0,559476.0
48.176112,553556.0,557661.0
49.272986,553304.0,556758.0
50.381904,554005.0,557646.0
51.489552,555875.0,560606.0
52.589484,556998.0,560013.0
53.687963,556579.0,561060.0
54.788052,556714.0,559982.0
55.8866,557372.0,563722.0
56.999864,556609.0,565737.0
58.099119,556844.0,562320.0
59.195678,556655.0,561488.0
60.30095,558708.0,557997.0
61.413904,558092.0,559434.0
62.53782,557877.0,557919.0
63.638045,557778.0,561369.0
64.733439,559145.0,561378.0
65.826191,558757.0,563813.0
66.923287,561991.0,562979.0
68.040149,557056.0,562553.0
69.137695,557313.0,559192.0
70.231038,558775.0,562738.0
71.328339,556713.0,560591.0
72.422046,557534.0,561703.0
73.513012,564491.0,556981.0
74.599296,558788.0,563215.0
75.685062,559419.0,561988.0
76.784975,563269.0,562911.0
77.871715,565126.0,565979.0
78.952755,564300.0,567980.0
80.050454,564578.0,563354.0
81.131834,562191.0,562009.0
82.21209,564421.0,566088.0
83.291673,565814.0,561636.0
84.37137,563472.0,562061.0
85.475049,564340.0,562164.0
86.558572,564864.0,560952.0
87.646695,567836.0,564193.0
88.731399,570767.0,565188.0
89.813708,567343.0,563967.0
90.901277,565910.0,566145.0
91.996518,570374.0,563805.0
93.088347,570610.0,563215.0
94.165807,568739.0,562865.0
95.241079,571881.0,565817.0
96.324941,565777.0,563543.0
97.419678,569022.0,567080.0
98.500658,568938.0,569491.0
99.583026,568699.0,567860.0
100.667088,572273.0,569875.0
101.748734,571185.0,568256.0
102.831283,573220.0,569078.0
103.905935,577854.0,567149.0
104.988642,577775.0,569971.0
106.068012,578278.0,567517.0
107.160111,578040.0,567685.0
108.254599,576770.0,571067.0
109.33895,577957.0,570445.0
110.417206,576101.0,572420.0
111.50992,576043.0,573636.0
113.063472,577041.0,573975.0
114.236972,573711.0,572140.0
115.351394,574626.0,575426.0
116.44054,575385.0,573933.0
117.524775,575033.0,573158.0
118.632701,573045.0,575399.0
119.741342,577981.0,571899.0
120.832756,575973.0,575032.0
121.918639,576488.0,571044.0
122.996964,579332.0,576656.0
124.09914,578421.0,579616.0
125.214728,577929.0,578672.0
126.317564,576532.0,579282.0
127.422262,579051.0,580061.0
128.511513,579695.0,580186.0
129.593433,581420.0,580136.0
130.696651,582009.0,583345.0
131.809252,580057.0,582255.0
132.898222,581243.0,583528.0
134.116128,582259.0,584810.0
135.332164,583629.0,582859.0
136.564675,584262.0,586477.0
137.766242,583438.0,584819.0
138.962884,585525.0,587006.0
140.069983,583494.0,589143.0
141.171943,585270.0,590387.0
142.260886,588337.0,591508.0
143.358566,585943.0,591541.0
144.457685,589567.0,592622.0
145.539773,588367.0,588761.0
146.629462,592402.0,592524.0
147.711736,590833.0,593864.0
148.798096,594131.0,593438.0
149.882597,595614.0,595570.0
150.964643,594864.0,593843.0
152.049547,597674.0,598329.0
153.143517,596196.0,599028.0
154.225652,599241.0,597547.0
155.328817,599891.0,598585.0
156.41846,600295.0,601873.0
157.509206,598475.0,602457.0
158.598161,600702.0,600839.0
159.690473,604175.0,602918.0
160.786171,604321.0,602030.0
161.873268,603285.0,605604.0
162.960656,608975.0,604160.0
164.044144,607487.0,607839.0
165.129253,608450.0,608244.0
166.21185,607004.0,611235.0
167.303502,612868.0,612826.0
168.39594,612810.0,611723.0
169.493569,612137.0,612663.0
170.583068,614204.0,614471.0
171.676016,614227.0,617063.0
172.773976,617435.0,618166.0
173.884703,620450.0,620127.0
174.982417,620222.0,623476.0
176.077895,621145.0,623720.0
177.17809,622805.0,621861.0
178.302932,622312.0,625332.0
179.403286,621887.0,624108.0
180.502784,623785.0,628669.0
181.598843,626089.0,627142.0
182.698713,627756.0,630164.0
183.809835,628707.0,628482.0
184.898771,630020.0,626558.0
185.999501,629809.0,630207.0
187.093174,627664.0,630404.0
188.194822,629876.0,629849.0
189.677144,626872.0,627962.0
190.823996,627523.0,628160.0
192.028604,627626.0,626428.0
193.165771,625833.0,628761.0
194.268289,626693.0,628066.0
195.363839,625955.0,628966.0
196.462919,627740.0,628405.0
197.565409,628286.0,627098.0
198.663915,629418.0,627025.0
199.948469,627427.0,627496.0
201.070583,627344.0,624864.0
202.16832,628105.0,626476.0
203.528813,625766.0,629662.0
204.651684,629078.0,626505.0
205.779972,626855.0,631377.0
207.103809,627761.0,626927.0
208.264987,627612.0,627673.0
209.388544,625876.0,629109.0
210.504509,628382.0,629663.0
211.605462,627357.0,628075.0
213.096447,627738.0,628452.0
214.341678,627350.0,627968.0
215.486314,627557.0,628830.0
216.617585,625228.0,629665.0
217.849627,627666.0,629287.0
219.333352,626012.0,629132.0
220.499523,628274.0,631070.0
221.604994,628823.0,630106.0
222.695172,626431.0,630726.0
223.7914,627223.0,628800.0
224.893002,627686.0,630696.0
225.988243,626468.0,626607.0
227.084555,629549.0,631708.0
228.184992,630415.0,633852.0
229.277215,629036.0,628234.0
230.37321,627211.0,630313.0
231.478848,627487.0,631038.0
232.567433,627130.0,630324.0
233.701311,628705.0,631329.0
234.822696,628215.0,630672.0
235.922716,630763.0,630304.0
237.392285,628606.0,632735.0
238.551609,627305.0,629061.0
239.648873,626533.0,628500.0
240.885742,628671.0,626453.0
242.111745,627479.0,627862.0
243.313908,627684.0,628165.0
244.58296,629049.0,628293.0
245.722075,626466.0,631725.0
247.373304,628308.0,630666.0
248.564278,627694.0,630518.0
249.943303,627340.0,628399.0
251.074017,626616.0,631881.0
252.506214,627526.0,631212.0
253.692727,627191.0,625522.0
254.817038,627312.0,630243.0
256.288381,628108.0,626669.0
257.434623,626111.0,630028.0
258.893421,626322.0,630281.0
260.052217,627820.0,627963.0
261.15692,627971.0,628167.0
262.262288,625366.0,628556.0
263.746511,624936.0,626463.0
265.045901,629364.0,630054.0
266.17335,625827.0,628750.0
267.420602,627317.0,627530.0
268.755518,628614.0,628967.0
269.923981,626030.0,632867.0
271.065169,628914.0,625817.0
272.451197,627478.0,630260.0
273.887311,625521.0,626358.0
