time,signal_1,signal_2
0.530207,564796.0,560945.0
1.602185,567399.0,563540.0
2.673727,565875.0,562180.0
3.760821,565195.0,565340.0
4.831675,566838.0,563318.0
5.900009,567955.0,567425.0
6.967441,570612.0,566438.0
8.032193,568245.0,567887.0
9.113424,570696.0,566476.0
10.189347,571273.0,564809.0
11.258445,566739.0,570770.0
12.330882,571132.0,566656.0
13.390889,570046.0,572347.0
14.45049,569728.0,571071.0
15.52756,572574.0,568038.0
16.590707,571449.0,572021.0
17.654277,572996.0,569947.0
18.715196,573832.0,572875.0
19.774308,571245.0,574471.0
20.855314,574916.0,567372.0
21.914581,564485.0,563188.0
22.970085,571200.0,568312.0
24.031113,566525.0,565916.0
25.091407,568823.0,568791.0
26.168693,569172.0,567704.0
27.248175,566627.0,566457.0
28.311644,567060.0,569921.0
29.376135,568863.0,564957.0
30.446228,570007.0,568619.0
31.515785,563300.0,565399.0
32.593455,563494.0,562138.0
33.66127,565474.0,567994.0
34.745989,563901.0,568550.0
35.817942,565767.0,567286.0
36.876681,565470.0,560978.0
37.965923,567771.0,565904.0
39.045136,565365.0,563272.0
40.109535,564009.0,567110.0
41.193396,567413.0,562519.0
42.26595,564821.0,561058.0
43.329562,568783.0,568701.0
44.427549,568003.0,563836.0
45.497537,570158.0,564411.0
46.562599,567573.0,569297.0
47.637595,566563.0,563251.0
48.700114,568699.0,562511.0
49.768473,568249.0,562906.0
50.850148,567691.0,564310.0
51.91852,571667.0,560241.0
52.982734,568563.0,563114.0
54.047292,565569.0,566546.0
55.110618,568825.0,565383.0
56.207924,569142.0,566036.0
57.286277,569522.0,567803.0
58.349397,570022.0,567820.0
59.411212,571123.0,566640.0
60.472895,571701.0,567411.0
61.558542,569666.0,568304.0
62.623818,567052.0,565665.0
63.687343,568714.0,572368.0
64.749161,567795.0,574868.0
65.827896,568359.0,571734.0
66.896613,571735.0,566902.0
67.967213,573742.0,571039.0
69.023769,570730.0,570795.0
70.092392,574720.0,574786.0
71.164969,575338.0,571042.0
72.236476,576902.0,570082.0
73.323999,578315.0,566280.0
74.379162,578663.0,572762.0
75.437426,577569.0,573906.0
76.503019,583881.0,568044.0
77.565896,574353.0,568275.0
78.625287,579403.0,574112.0
79.690877,578340.0,570048.0
80.753096,575648.0,570458.0
81.826149,573601.0,568472.0
82.889224,577052.0,568899.0
83.949591,576391.0,570537.0
85.028582,574122.0,570567.0
86.104256,579293.0,575292.0
87.174347,580599.0,573433.0
88.242119,578063.0,576757.0
89.303025,581587.0,578811.0
90.377469,573400.0,576083.0
91.438004,578183.0,576540.0
92.510403,576780.0,576625.0
93.565572,580738.0,583442.0
94.622121,578943.0,584850.0
95.691408,578409.0,578530.0
96.772818,578136.0,582887.0
97.855713,579578.0,583922.0
98.924641,579658.0,580734.0
99.982001,582820.0,586926.0
101.051429,580503.0,584502.0
102.132519,576964.0,582415.0
103.209591,579202.0,583683.0
104.293127,576312.0,582274.0
105.364104,577439.0,583709.0
106.420062,578100.0,587603.0
107.493727,579264.0,591164.0
108.561111,580802.0,590809.0
109.631259,583688.0,585906.0
110.693842,582178.0,583664.0
111.758299,580799.0,585329.0
112.836846,582295.0,589457.0
113.926302,579435.0,586430.0
114.997856,577923.0,588999.0
116.064107,578803.0,589146.0
117.13331,581182.0,589678.0
118.220888,582345.0,586898.0
119.300412,586171.0,594769.0
120.370811,585776.0,592946.0
121.435265,585770.0,594146.0
122.510343,589449.0,594214.0
123.584717,588948.0,589894.0
124.648796,595966.0,591292.0
125.729022,589933.0,587658.0
126.810146,592980.0,587610.0
127.871579,600606.0,592558.0
128.931518,595560.0,594659.0
129.990895,596615.0,593386.0
131.068323,605960.0,593583.0
132.136102,603010.0,601170.0
133.209794,602814.0,594301.0
134.281192,606568.0,591474.0
135.351155,608844.0,593070.0
136.414421,605444.0,592931.0
137.490367,608072.0,600068.0
138.55319,609909.0,601283.0
139.61409,611514.0,603234.0
140.670587,610224.0,607455.0
141.735562,611345.0,606866.0
142.811154,609504.0,612159.0
143.87828,614171.0,606445.0
144.944192,612169.0,605969.0
146.000232,616164.0,609965.0
147.072514,615890.0,612701.0
148.142081,614303.0,614990.0
