time,signal_1,signal_2
0.528549,559460.0,561108.0
1.608234,559860.0,562195.0
2.679631,561447.0,558633.0
3.742718,558566.0,560356.0
4.809537,559093.0,560383.0
5.888547,560875.0,558601.0
6.956118,558252.0,558770.0
8.020278,561296.0,557361.0
9.09227,560606.0,557475.0
10.154343,560611.0,563543.0
11.238598,562349.0,556997.0
12.315539,557003.0,561220.0
13.395987,558038.0,560484.0
14.463383,562772.0,560551.0
15.53172,564135.0,560220.0
16.600483,562338.0,555250.0
17.665575,563069.0,556763.0
18.736389,555670.0,556045.0
19.800808,562923.0,562537.0
20.861914,560129.0,558901.0
21.934765,559453.0,559312.0
23.013637,561050.0,559446.0
24.081019,562518.0,562535.0
25.144727,564388.0,563131.0
26.205841,563329.0,555901.0
27.26893,561389.0,558937.0
28.355789,559921.0,557916.0
29.434043,563900.0,562243.0
30.506585,559568.0,555296.0
31.569884,558819.0,557399.0
32.635634,561372.0,558312.0
33.701082,558329.0,556837.0
34.780501,557416.0,556935.0
35.844132,559006.0,555789.0
36.907643,559893.0,560152.0
37.975204,560695.0,558986.0
39.041217,559721.0,555809.0
40.126075,556475.0,558922.0
41.189861,558259.0,558302.0
42.257608,560159.0,559583.0
43.32813,560130.0,560064.0
44.397849,560410.0,560426.0
45.473307,557811.0,558146.0
46.553469,557881.0,558229.0
47.623732,557350.0,557649.0
48.696319,558388.0,555823.0
49.760193,556186.0,557397.0
50.822736,555520.0,556325.0
51.910787,557823.0,557467.0
52.975902,558154.0,556149.0
54.039017,560767.0,557267.0
55.101204,557770.0,561465.0
56.172662,556480.0,558824.0
57.241522,559870.0,559766.0
58.314062,562394.0,558594.0
59.380814,558709.0,560867.0
60.454714,562265.0,558646.0
61.531516,558934.0,558963.0
62.594651,559529.0,557911.0
63.672903,559635.0,558981.0
64.742169,558481.0,558235.0
65.810652,560201.0,564190.0
66.87363,564354.0,563881.0
67.952967,562260.0,563902.0
69.033357,561505.0,561462.0
70.106351,561970.0,560006.0
71.166772,562461.0,561308.0
72.227695,563962.0,564031.0
73.293429,563638.0,561287.0
74.360879,563163.0,562168.0
75.431446,564234.0,562448.0
76.503991,560546.0,563832.0
77.581647,563735.0,560375.0
78.652427,563775.0,562072.0
79.712467,562714.0,564405.0
80.789253,564632.0,565180.0
81.854182,562168.0,564249.0
82.918218,562389.0,560177.0
83.980295,564327.0,566035.0
85.036617,569168.0,565890.0
86.101204,567598.0,566379.0
87.162349,564323.0,563751.0
88.225874,566624.0,567310.0
89.287242,565549.0,564984.0
90.351888,563865.0,564712.0
91.4129,566229.0,566479.0
92.498967,566454.0,564697.0
93.57551,566859.0,565556.0
94.6474,566432.0,567474.0
95.710272,567608.0,566213.0
96.788696,568195.0,567285.0
97.875367,568801.0,571252.0
98.941653,568423.0,567713.0
100.00161,569179.0,572354.0
101.066325,567485.0,566978.0
102.134527,567973.0,567492.0
103.200132,567774.0,569284.0
104.27893,568937.0,567636.0
105.340399,569918.0,572459.0
106.403219,570753.0,570663.0
107.470876,571630.0,575000.0
108.551021,570654.0,573948.0
109.647365,569788.0,572066.0
110.713049,572925.0,573946.0
111.776738,573922.0,571920.0
112.836755,569770.0,574057.0
113.897668,573508.0,574931.0
114.956546,572637.0,571154.0
116.020974,573081.0,574505.0
117.091974,570500.0,573376.0
118.16071,572217.0,574541.0
119.220571,572761.0,572760.0
120.277822,570871.0,573005.0
121.350817,575034.0,573541.0
122.410858,573106.0,574654.0
123.477916,575523.0,575594.0
124.554518,575420.0,571922.0
125.619461,576931.0,576082.0
126.694787,574552.0,576539.0
127.757895,575848.0,581803.0
128.818857,576185.0,581658.0
129.87863,578703.0,580628.0
130.962122,576820.0,580553.0
132.018707,580068.0,579098.0
133.102763,580200.0,581256.0
134.16412,583870.0,584856.0
135.228049,583487.0,580107.0
136.29353,581772.0,584856.0
137.354902,583514.0,585833.0
138.436689,587164.0,586979.0
139.512284,585381.0,589507.0
140.586156,586678.0,588258.0
141.657663,586859.0,587866.0
142.731289,589184.0,590831.0
143.787142,589839.0,591462.0
144.864416,589690.0,588801.0
145.929562,591392.0,588630.0
146.997204,591429.0,594899.0
148.05686,593373.0,592207.0
149.116428,596713.0,595215.0
150.192947,596433.0,595441.0
151.268254,597864.0,591312.0
152.330162,596040.0,597368.0
153.394322,597693.0,596953.0
154.454472,599506.0,598975.0
155.523529,597989.0,601789.0
156.612862,601099.0,598621.0
157.678006,599544.0,599450.0
158.744256,599997.0,599895.0
159.804427,601276.0,599984.0
160.867043,598305.0,600198.0
161.944602,597677.0,601148.0
163.008651,600306.0,598509.0
164.069941,599298.0,599964.0
165.130664,599799.0,600209.0
166.1982,600454.0,599457.0
167.262756,601792.0,600927.0
168.330438,601817.0,602199.0
169.390047,600026.0,599685.0
170.446752,598701.0,600080.0
171.527464,600229.0,601139.0
172.600378,600326.0,597761.0
173.684639,600018.0,599468.0
174.739748,599207.0,598721.0
175.813621,599930.0,601856.0
176.874318,598814.0,598642.0
177.939842,601856.0,600534.0
179.014996,600262.0,599233.0
180.076277,598578.0,601174.0
181.138764,601191.0,600965.0
182.204953,600045.0,598968.0
183.270136,601684.0,601214.0
184.327365,599072.0,597667.0
185.3919,598191.0,598320.0
186.45376,601864.0,603645.0
187.526318,599001.0,598543.0
188.605209,601338.0,600889.0
189.661848,601660.0,599277.0
190.739228,597840.0,602450.0
191.809185,599931.0,600172.0
192.866188,598446.0,599818.0
193.927781,600683.0,601505.0
195.013511,598689.0,598179.0
196.081975,599806.0,601933.0
197.152509,599371.0,596828.0
198.22041,601403.0,599359.0
199.290889,600222.0,601934.0
200.351778,597353.0,600944.0
201.410003,599961.0,600107.0
202.489634,600711.0,598234.0
203.569818,599173.0,600519.0
204.650555,598791.0,599566.0
205.723112,601255.0,599079.0
206.790568,598129.0,600948.0
207.87187,603225.0,599777.0
208.952276,601088.0,600064.0
210.018955,599316.0,601233.0
211.090175,603102.0,596377.0
212.150855,598659.0,601056.0
213.239291,599005.0,598498.0
214.315651,602885.0,597865.0
215.384902,602838.0,602170.0
216.460544,600936.0,601653.0
217.52824,596099.0,601889.0
218.605489,599013.0,598346.0
219.694553,599741.0,599466.0
220.776458,599419.0,598702.0
221.852158,603873.0,600899.0
222.916417,602133.0,600456.0
223.986357,600667.0,599533.0
225.052537,600985.0,600561.0
226.115545,598912.0,600960.0
227.174155,598699.0,596178.0
228.239738,600406.0,597919.0
229.308893,597461.0,600530.0
230.377123,600149.0,599528.0
231.459288,600323.0,600406.0
232.522256,599890.0,599778.0
233.579731,598502.0,598168.0
234.633291,600998.0,602710.0
235.696441,600874.0,601315.0
236.773743,599328.0,598499.0
237.835603,597720.0,597274.0
238.904173,600078.0,598252.0
239.965383,600734.0,602278.0
241.026285,598158.0,600828.0
242.08362,599222.0,596986.0
243.158271,600980.0,598452.0
244.215879,600647.0,599733.0
245.273517,599733.0,600572.0
246.329985,598642.0,597931.0
247.393047,598707.0,598304.0
248.48142,601800.0,601319.0
249.545254,602223.0,599464.0
250.607859,601190.0,601321.0
251.682588,600775.0,600467.0
252.752536,598227.0,600515.0
253.865339,599344.0,597981.0
254.9527,601339.0,601939.0
256.012175,596600.0,599361.0
