time,signal_1,signal_2
0.700151,548270.0,538694.0
1.991363,542101.0,543330.0
3.299296,542447.0,543718.0
4.59939,544444.0,538618.0
5.866199,544464.0,545979.0
7.160304,541200.0,544669.0
8.454463,541820.0,542800.0
9.757691,541139.0,543296.0
11.042243,541507.0,544007.0
12.312646,545536.0,539520.0
13.616249,543894.0,543947.0
15.205711,544042.0,544374.0
17.066036,542011.0,547041.0
18.499347,545064.0,541423.0
19.645529,545039.0,540388.0
20.79199,544678.0,546926.0
21.930003,543824.0,544764.0
23.084362,544618.0,543066.0
24.223517,544805.0,543683.0
25.358494,548461.0,543682.0
26.584447,547210.0,543233.0
27.72669,551489.0,543818.0
28.860077,547334.0,546176.0
30.004381,546834.0,540776.0
31.147727,546315.0,546153.0
32.287011,545527.0,545729.0
33.435944,545302.0,545556.0
34.57502,545297.0,542330.0
35.721509,545229.0,545627.0
36.872841,545145.0,544228.0
38.041435,545924.0,544168.0
39.241758,544215.0,545687.0
40.435243,545385.0,545022.0
41.635898,544523.0,549833.0
42.838318,543021.0,545432.0
44.021945,544415.0,547115.0
45.231548,542208.0,545041.0
46.463509,543678.0,546889.0
47.65826,545980.0,545800.0
48.847307,545443.0,546279.0
50.015362,547824.0,546881.0
51.15927,546766.0,545875.0
52.31642,544973.0,546440.0
53.453731,546345.0,546465.0
54.603847,544494.0,549106.0
55.877829,544114.0,546805.0
57.166138,544771.0,547535.0
58.45468,543904.0,547470.0
59.736621,548532.0,548521.0
61.002102,545570.0,547132.0
62.249704,543284.0,545846.0
63.502521,542719.0,549235.0
64.792425,546401.0,549928.0
66.076135,547066.0,546266.0
67.32837,546035.0,547767.0
68.595265,545514.0,550087.0
69.871198,547848.0,550217.0
71.149097,544472.0,548124.0
72.438846,544402.0,549966.0
73.742308,544192.0,550814.0
75.012529,546990.0,547630.0
76.269013,549955.0,547365.0
77.595563,548449.0,549923.0
78.904186,547529.0,545159.0
80.176778,547148.0,550064.0
81.468563,549898.0,550956.0
82.790688,547853.0,551706.0
84.072467,550094.0,550017.0
85.366794,546781.0,549520.0
87.308704,546040.0,548708.0
88.559851,547417.0,548859.0
89.722419,547889.0,547882.0
90.875284,550402.0,551969.0
92.029122,548857.0,552837.0
93.317191,549281.0,553182.0
94.589746,551896.0,553021.0
95.832743,549508.0,552271.0
97.090937,547364.0,553025.0
98.361062,549964.0,554706.0
99.61925,550328.0,552895.0
100.86241,549105.0,551533.0
102.160173,554944.0,551418.0
103.412345,554101.0,553334.0
104.769152,552210.0,551729.0
106.189233,552817.0,552776.0
107.377463,553623.0,552275.0
108.508384,552935.0,552665.0
109.645462,553016.0,556082.0
110.827593,550569.0,552441.0
111.966948,551861.0,551222.0
113.104113,553844.0,550947.0
114.235642,554035.0,552570.0
115.363866,551492.0,552993.0
116.539993,555443.0,554139.0
117.681441,554669.0,555533.0
118.835363,554713.0,551862.0
119.996458,556131.0,556190.0
122.330627,555238.0,556946.0
123.567375,551895.0,555355.0
124.712236,554060.0,553870.0
125.858159,554867.0,555500.0
126.995242,556743.0,553948.0
128.118203,555499.0,554161.0
129.271378,554215.0,556123.0
130.396517,553892.0,556115.0
131.518487,555819.0,558540.0
132.636679,555827.0,557295.0
133.765012,557971.0,557856.0
134.913969,556449.0,557821.0
136.04935,557129.0,557913.0
137.179863,556133.0,560215.0
138.328943,557568.0,557377.0
139.45865,556884.0,556228.0
140.608449,556795.0,558520.0
141.745649,558027.0,557264.0
142.882413,557060.0,563106.0
144.016824,557758.0,561201.0
145.134107,559277.0,557177.0
146.273452,559264.0,562528.0
147.412746,558828.0,564120.0
148.534605,558436.0,561358.0
149.652633,558856.0,567082.0
150.773273,561018.0,562459.0
151.914863,558918.0,560820.0
153.041017,563873.0,566126.0
154.163695,562584.0,568033.0
155.2792,565354.0,565021.0
