time,signal
0.553566,552003.0
1.665126,549997.0
2.766318,551429.0
3.878847,550941.0
4.98128,556905.0
6.070119,556653.0
7.157788,557483.0
8.243685,555466.0
9.331246,556170.0
10.417751,554515.0
11.498713,556749.0
12.576925,555738.0
13.658554,555703.0
14.738427,556960.0
15.834261,550964.0
16.917462,558503.0
17.993789,555467.0
19.07131,554594.0
20.156633,554198.0
21.251858,555372.0
22.341557,555201.0
23.429334,554220.0
24.513551,554200.0
25.596873,550496.0
26.684019,550812.0
27.771748,555246.0
28.859137,554812.0
29.949285,551793.0
31.033017,553267.0
32.114072,551304.0
33.211125,552201.0
34.298621,551048.0
35.393652,550667.0
36.485217,550410.0
37.569057,548606.0
38.666446,553902.0
39.758952,552043.0
40.844822,549250.0
41.930982,551742.0
43.016416,554237.0
44.103415,548988.0
45.1882,552523.0
46.278159,552169.0
47.364562,551936.0
48.45252,550501.0
49.535061,555377.0
50.633029,555940.0
51.726646,554857.0
52.817769,553083.0
53.900936,554100.0
54.985585,555395.0
56.082808,553183.0
57.171438,552161.0
58.250932,552276.0
59.334682,554138.0
60.417975,554598.0
61.507743,556261.0
62.587603,556589.0
63.664711,555971.0
64.745872,555705.0
65.823192,556799.0
66.906526,553952.0
68.003191,556775.0
69.084218,557728.0
70.164354,556644.0
71.244769,558753.0
72.323283,559408.0
73.412387,560238.0
74.493154,560226.0
75.572071,559371.0
76.650733,560053.0
77.725346,561036.0
78.799533,559351.0
79.88061,559713.0
80.95866,560688.0
82.037785,561694.0
83.119301,563992.0
84.192142,562335.0
85.287066,563235.0
86.371261,562628.0
87.452968,562132.0
88.528635,562716.0
89.604106,562078.0
90.699206,559932.0
91.77827,560104.0
92.85537,563401.0
93.937474,564497.0
95.014867,564412.0
96.090363,565523.0
97.170439,565065.0
98.242694,565560.0
99.319595,563345.0
100.397743,567602.0
101.47751,563978.0
102.584733,564427.0
103.669062,565679.0
104.750511,567022.0
105.825183,566053.0
106.903491,567238.0
107.987759,566036.0
109.072373,568527.0
110.146511,569110.0
111.223529,565072.0
112.299053,568309.0
113.378727,568750.0
114.468194,568056.0
115.545525,569330.0
116.619251,567775.0
117.692312,570850.0
118.76968,574568.0
119.862214,572769.0
120.946987,571311.0
122.034154,570276.0
123.110843,568041.0
124.18755,572747.0
125.26279,572982.0
126.341355,573995.0
127.418658,574498.0
128.496885,573542.0
129.574658,574974.0
130.654119,577073.0
131.74123,579076.0
132.816244,578459.0
133.892753,580261.0
134.973086,579406.0
136.049743,580504.0
137.138327,581477.0
138.220561,583489.0
139.298482,582046.0
140.373404,584358.0
141.449428,586092.0
142.525128,584948.0
143.611047,585317.0
144.685763,587606.0
145.763915,590032.0
146.836736,589374.0
147.914715,592282.0
149.00262,594419.0
150.087237,594564.0
151.163712,593575.0
152.238227,594043.0
153.313355,601494.0
154.398343,599324.0
155.486029,599475.0
156.568289,600288.0
157.645006,602276.0
158.719509,601678.0
159.792997,603759.0
160.879746,607321.0
161.957426,605771.0
163.036965,608089.0
164.118633,608601.0
165.196544,609434.0
166.285552,612315.0
167.367046,612240.0
168.440288,615038.0
169.525505,613812.0
170.607125,614145.0
171.693932,615725.0
172.783546,617247.0
173.866981,617071.0
174.943416,617165.0
176.028413,619061.0
177.114396,617123.0
178.208359,620086.0
179.295296,617709.0
180.381075,621283.0
181.458329,619128.0
182.545328,617266.0
183.641472,616414.0
184.730992,619450.0
185.81411,619068.0
186.894633,619149.0
187.986059,619294.0
189.073338,620063.0
190.169901,620317.0
191.262898,618758.0
192.343778,618815.0
193.42594,617733.0
194.509088,619269.0
195.608288,619325.0
196.698624,616546.0
197.782775,620344.0
198.863153,619169.0
199.943681,620779.0
201.036161,621506.0
202.12241,620083.0
203.211855,619232.0
204.294662,616449.0
205.380981,620420.0
206.465261,621260.0
207.554223,620413.0
208.642343,619146.0
209.728045,617329.0
210.808257,616818.0
211.890678,618741.0
212.990128,617380.0
214.080847,619196.0
215.165732,618318.0
216.253633,618949.0
217.334571,617775.0
218.431234,618992.0
219.518711,619060.0
220.611547,617926.0
221.700088,619905.0
222.785709,619582.0
223.866857,619394.0
224.951809,616441.0
226.036783,618700.0
227.125315,618377.0
228.211159,619709.0
229.294945,616660.0
230.393115,620260.0
231.479308,618184.0
232.560908,619851.0
233.65069,619287.0
234.735687,619007.0
235.832162,618820.0
236.919499,618875.0
238.002251,618670.0
239.085899,620513.0
240.170994,619517.0
241.257777,618109.0
242.345845,618732.0
243.42761,620078.0
244.512009,619453.0
245.596554,620245.0
246.681328,618494.0
247.781674,620353.0
248.865785,619107.0
249.950116,619954.0
251.034467,618179.0
252.132126,619696.0
253.229233,620501.0
254.318162,616302.0
255.402903,618458.0
256.483401,618792.0
257.565206,620075.0
258.65065,618337.0
259.740928,620094.0
